"Area Name","Area Type","Year","Month","Seasonally Adjusted(Y/N)","Status","Labor Force","Employment","Unemployment","Unemployment Rate"
"Los Angeles County","County","2023","Annual","N","Final","5055300","4799000","256200","5.1"
"Yuba County","County","2023","Annual","N","Final","34700","32600","2200","6.2"
"Yuba City MSA","Metropolitan Area","2023","Annual","N","Final","79700","73900","5800","7.3"
"Yolo County","County","2023","Annual","N","Final","109300","104100","5200","4.8"
"Tuolumne County","County","2023","Annual","N","Final","20650","19640","1000","4.9"
"Visalia MSA","Metropolitan Area","2023","Annual","N","Final","217100","195800","21200","9.8"
"Tulare County","County","2023","Annual","N","Final","217100","195800","21200","9.8"
"Vallejo MSA","Metropolitan Area","2023","Annual","N","Final","214000","204600","9400","4.4"
"Solano County","County","2023","Annual","N","Final","214000","204600","9400","4.4"
"Trinity County","County","2023","Annual","N","Final","5250","4960","290","5.5"
"Tehama County","County","2023","Annual","N","Final","27210","25700","1510","5.6"
"Sutter County","County","2023","Annual","N","Final","44900","41300","3600","8.1"
"Siskiyou County","County","2023","Annual","N","Final","16070","15010","1060","6.6"
"Stockton-Lodi MSA","Metropolitan Area","2023","Annual","N","Final","363400","341600","21700","6"
"San Joaquin County","County","2023","Annual","N","Final","363400","341600","21700","6"
"Sierra County","County","2023","Annual","N","Final","1310","1240","70","5"
"Santa Clara County","County","2023","Annual","N","Final","1021900","985800","36200","3.5"
"Santa Rosa-Petaluma MSA","Metropolitan Area","2023","Annual","N","Final","246600","237800","8800","3.6"
"Sonoma County","County","2023","Annual","N","Final","246600","237800","8800","3.6"
"Santa Maria-Santa Barbara MSA","Metropolitan Area","2023","Annual","N","Final","220000","211100","8900","4"
"Santa Barbara County","County","2023","Annual","N","Final","220000","211100","8900","4"
"Santa Cruz-Watsonville MSA","Metropolitan Area","2023","Annual","N","Final","135100","127700","7500","5.5"
"Santa Cruz County","County","2023","Annual","N","Final","135100","127700","7500","5.5"
"San Rafael MD","Metropolitan Area","2023","Annual","N","Final","125100","120800","4300","3.5"
"Marin County","County","2023","Annual","N","Final","125100","120800","4300","3.5"
"San Mateo County","County","2023","Annual","N","Final","422700","409600","13100","3.1"
"San Jose-Sunnyvale-Santa Clara MSA","Metropolitan Area","2023","Annual","N","Final","1056200","1018100","38100","3.6"
"San Luis Obispo-Paso Robles MSA","Metropolitan Area","2023","Annual","N","Final","132500","127700","4700","3.6"
"San Luis Obispo County","County","2023","Annual","N","Final","132500","127700","4700","3.6"
"San Francisco-San Mateo-Redwood City MD","Metropolitan Area","2023","Annual","N","Final","939900","909200","30800","3.3"
"San Francisco County","County","2023","Annual","N","Final","517200","499500","17700","3.4"
"San Diego-Chula Vista-Carlsbad MSA","Metropolitan Area","2023","Annual","N","Final","1636700","1575700","61000","3.7"
"San Diego County","County","2023","Annual","N","Final","1636700","1575700","61000","3.7"
"San Bernardino County","County","2023","Annual","N","Final","1014800","967900","46800","4.6"
"San Benito County","County","2023","Annual","N","Final","34300","32300","2000","5.7"
"Salinas MSA","Metropolitan Area","2023","Annual","N","Final","216600","201400","15200","7"
"Monterey County","County","2023","Annual","N","Final","216600","201400","15200","7"
"Sacramento-Roseville-Folsom MSA","Metropolitan Area","2023","Annual","N","Final","1163400","1114500","48900","4.2"
"Sacramento County","County","2023","Annual","N","Final","763600","730900","32700","4.3"
"Riverside-San Bernardino-Ontario MSA","Metropolitan Area","2023","Annual","N","Final","2180300","2078100","102300","4.7"
"Riverside County","County","2023","Annual","N","Final","1165500","1110100","55400","4.8"
"Redding MSA","Metropolitan Area","2023","Annual","N","Final","78000","74200","3800","4.8"
"Shasta County","County","2023","Annual","N","Final","78000","74200","3800","4.8"
"Plumas County","County","2023","Annual","N","Final","7570","7040","530","7"
"Placer County","County","2023","Annual","N","Final","201700","194400","7400","3.6"
"Oxnard-Thousand Oaks-Ventura MSA","Metropolitan Area","2023","Annual","N","Final","416900","399600","17400","4.2"
"Ventura County","County","2023","Annual","N","Final","416900","399600","17400","4.2"
"Oakland-Fremont-Berkeley MD","Metropolitan Area","2023","Annual","N","Final","1448500","1392800","55700","3.8"
"Nevada County","County","2023","Annual","N","Final","46420","44510","1910","4.1"
"Napa MSA","Metropolitan Area","2023","Annual","N","Final","73000","70500","2500","3.4"
"Napa County","County","2023","Annual","N","Final","73000","70500","2500","3.4"
"Mono County","County","2023","Annual","N","Final","8450","8120","330","3.9"
"Modoc County","County","2023","Annual","N","Final","3070","2860","200","6.7"
"Modesto MSA","Metropolitan Area","2023","Annual","N","Final","249300","233600","15700","6.3"
"Stanislaus County","County","2023","Annual","N","Final","249300","233600","15700","6.3"
"Merced MSA","Metropolitan Area","2023","Annual","N","Final","118900","108200","10700","9"
"Merced County","County","2023","Annual","N","Final","118900","108200","10700","9"
"Mendocino County","County","2023","Annual","N","Final","36350","34570","1780","4.9"
"Mariposa County","County","2023","Annual","N","Final","7090","6710","380","5.4"
"Madera County","County","2023","Annual","N","Final","68400","63500","4800","7.1"
"Lassen County","County","2023","Annual","N","Final","7980","7530","450","5.6"
"Lake County","County","2023","Annual","N","Final","25130","23450","1680","6.7"
"Inyo County","County","2023","Annual","N","Final","8150","7820","320","4"
"Humboldt County","County","2023","Annual","N","Final","59200","56500","2700","4.6"
"Glenn County","County","2023","Annual","N","Final","11970","11170","800","6.7"
"Hanford-Corcoran MSA","Metropolitan Area","2023","Annual","N","Final","56800","52000","4800","8.5"
"Kings County","County","2023","Annual","N","Final","56800","52000","4800","8.5"
"Fresno MSA","Metropolitan Area","2023","Annual","N","Final","527400","488200","39100","7.4"
"El Dorado County","County","2023","Annual","N","Final","88800","85200","3700","4.1"
"Del Norte County","County","2023","Annual","N","Final","8950","8410","540","6"
"El Centro MSA","Metropolitan Area","2023","Annual","N","Final","71500","58900","12600","17.6"
"Imperial County","County","2023","Annual","N","Final","71500","58900","12600","17.6"
"Contra Costa County","County","2023","Annual","N","Final","582200","559600","22600","3.9"
"Colusa County","County","2023","Annual","N","Final","11080","9710","1370","12.4"
"Chico MSA","Metropolitan Area","2023","Annual","N","Final","90800","86000","4700","5.2"
"Butte County","County","2023","Annual","N","Final","90800","86000","4700","5.2"
"Calaveras County","County","2023","Annual","N","Final","17750","16830","920","5.2"
"Amador County","County","2023","Annual","N","Final","14750","14000","760","5.1"
"Bakersfield-Delano MSA","Metropolitan Area","2023","Annual","N","Final","401400","368700","32800","8.2"
"Kern County","County","2023","Annual","N","Final","401400","368700","32800","8.2"
"Anaheim-Santa Ana-Irvine MD","Metropolitan Area","2023","Annual","N","Final","1611700","1555700","56000","3.5"
"Orange County","County","2023","Annual","N","Final","1611700","1555700","56000","3.5"
"Alpine County","County","2023","Annual","N","Final","420","380","30","8.1"
"Alameda County","County","2023","Annual","N","Final","866300","833200","33100","3.8"
"Alameda city","Sub-County Place","2023","Annual","N","Final","39300","37700","1600","4"
"Albany city","Sub-County Place","2023","Annual","N","Final","10300","10000","300","2.5"
"Ashland CDP","Sub-County Place","2023","Annual","N","Final","12000","11300","600","5.4"
"Berkeley city","Sub-County Place","2023","Annual","N","Final","62800","60500","2200","3.6"
"Castro Valley CDP","Sub-County Place","2023","Annual","N","Final","32800","31900","900","2.8"
"Cherryland CDP","Sub-County Place","2023","Annual","N","Final","6900","6700","200","3.1"
"Dublin city","Sub-County Place","2023","Annual","N","Final","35900","34600","1300","3.6"
"Emeryville city","Sub-County Place","2023","Annual","N","Final","8900","8600","300","3.8"
"Fairview CDP","Sub-County Place","2023","Annual","N","Final","5100","4900","200","3.9"
"Fremont city","Sub-County Place","2023","Annual","N","Final","119700","115300","4400","3.7"
"Hayward city","Sub-County Place","2023","Annual","N","Final","83200","79900","3300","4"
"Livermore city","Sub-County Place","2023","Annual","N","Final","44700","43300","1500","3.3"
"Newark city","Sub-County Place","2023","Annual","N","Final","27000","26000","900","3.5"
"Oakland city","Sub-County Place","2023","Annual","N","Final","237600","228000","9600","4.1"
"Piedmont city","Sub-County Place","2023","Annual","N","Final","5000","4900","100","2.9"
"Pleasanton city","Sub-County Place","2023","Annual","N","Final","37800","36400","1400","3.7"
"San Leandro city","Sub-County Place","2023","Annual","N","Final","45700","43900","1800","3.9"
"San Lorenzo CDP","Sub-County Place","2023","Annual","N","Final","15400","14700","600","4.2"
"Sunol CDP","Sub-County Place","2023","Annual","N","Final","500","400","0","5"
"Union City city","Sub-County Place","2023","Annual","N","Final","35000","33600","1400","4"
"Alpine Village CDP","Sub-County Place","2023","Annual","N","Final","60","50","10","10.9"
"Bear Valley CDP","Sub-County Place","2023","Annual","N","Final","50","30","20","33.3"
"Kirkwood CDP","Sub-County Place","2023","Annual","N","Final","100","100","0","0"
"Markleeville CDP","Sub-County Place","2023","Annual","N","Final","20","20","0","0"
"Mesa Vista CDP","Sub-County Place","2023","Annual","N","Final","100","90","0","3.1"
"Amador City city","Sub-County Place","2023","Annual","N","Final","120","110","10","5"
"Ione city","Sub-County Place","2023","Annual","N","Final","2020","1910","110","5.5"
"Jackson city","Sub-County Place","2023","Annual","N","Final","1770","1710","60","3.4"
"Plymouth city","Sub-County Place","2023","Annual","N","Final","550","530","20","3.6"
"Sutter Creek city","Sub-County Place","2023","Annual","N","Final","1140","1040","100","8.5"
"Aliso Viejo city","Sub-County Place","2023","Annual","N","Final","28900","27900","1000","3.4"
"Anaheim city","Sub-County Place","2023","Annual","N","Final","175900","169900","6100","3.5"
"Brea city","Sub-County Place","2023","Annual","N","Final","24400","23600","900","3.5"
"Buena Park city","Sub-County Place","2023","Annual","N","Final","43000","41500","1500","3.5"
"Costa Mesa city","Sub-County Place","2023","Annual","N","Final","64400","62300","2100","3.3"
"Coto de Caza CDP","Sub-County Place","2023","Annual","N","Final","7800","7700","200","2.3"
"Cypress city","Sub-County Place","2023","Annual","N","Final","24300","23400","900","3.7"
"Dana Point city","Sub-County Place","2023","Annual","N","Final","17300","16700","600","3.4"
"Fountain Valley city","Sub-County Place","2023","Annual","N","Final","26800","25800","1000","3.7"
"Fullerton city","Sub-County Place","2023","Annual","N","Final","69400","66900","2500","3.7"
"Garden Grove city","Sub-County Place","2023","Annual","N","Final","84100","81100","3000","3.5"
"Huntington Beach city","Sub-County Place","2023","Annual","N","Final","103600","99900","3700","3.5"
"Irvine city","Sub-County Place","2023","Annual","N","Final","162500","156800","5700","3.5"
"La Habra city","Sub-County Place","2023","Annual","N","Final","31800","30700","1100","3.4"
"La Palma city","Sub-County Place","2023","Annual","N","Final","7700","7600","200","2.3"
"Laguna Beach city","Sub-County Place","2023","Annual","N","Final","11600","11200","400","3.4"
"Laguna Hills city","Sub-County Place","2023","Annual","N","Final","15800","15300","500","3.4"
"Laguna Niguel city","Sub-County Place","2023","Annual","N","Final","33300","32200","1200","3.5"
"Laguna Woods city","Sub-County Place","2023","Annual","N","Final","3800","3600","200","4.6"
"Lake Forest city","Sub-County Place","2023","Annual","N","Final","46600","45000","1600","3.4"
"Las Flores CDP","Sub-County Place","2023","Annual","N","Final","3600","3600","100","2.4"
"Los Alamitos city","Sub-County Place","2023","Annual","N","Final","6000","5700","300","5.1"
"Mission Viejo city","Sub-County Place","2023","Annual","N","Final","45600","44000","1600","3.6"
"Newport Beach city","Sub-County Place","2023","Annual","N","Final","42500","41100","1400","3.4"
"Orange city","Sub-County Place","2023","Annual","N","Final","73400","70800","2600","3.5"
"Placentia city","Sub-County Place","2023","Annual","N","Final","26200","25300","900","3.5"
"Rancho Santa Margarita city","Sub-County Place","2023","Annual","N","Final","26400","25500","900","3.3"
"Rossmoor CDP","Sub-County Place","2023","Annual","N","Final","5400","5300","200","2.8"
"San Clemente city","Sub-County Place","2023","Annual","N","Final","30500","29500","1000","3.4"
"San Juan Capistrano city","Sub-County Place","2023","Annual","N","Final","17800","17300","500","2.9"
"Santa Ana city","Sub-County Place","2023","Annual","N","Final","158500","153200","5300","3.3"
"Seal Beach city","Sub-County Place","2023","Annual","N","Final","9300","8900","400","4.2"
"Stanton city","Sub-County Place","2023","Annual","N","Final","19100","18400","700","3.5"
"Tustin city","Sub-County Place","2023","Annual","N","Final","40900","39500","1400","3.5"
"Villa Park city","Sub-County Place","2023","Annual","N","Final","2300","2200","0","1.9"
"Westminster city","Sub-County Place","2023","Annual","N","Final","41800","40200","1600","3.8"
"Yorba Linda city","Sub-County Place","2023","Annual","N","Final","32300","31300","1100","3.3"
"Arvin city","Sub-County Place","2023","Annual","N","Final","8100","7100","900","11.6"
"Bakersfield city","Sub-County Place","2023","Annual","N","Final","190100","179100","11000","5.8"
"Bear Valley Springs CDP","Sub-County Place","2023","Annual","N","Final","2200","2100","100","3.7"
"Bodfish CDP","Sub-County Place","2023","Annual","N","Final","600","500","100","19.9"
"Boron CDP","Sub-County Place","2023","Annual","N","Final","1200","900","200","17.9"
"Buttonwillow CDP","Sub-County Place","2023","Annual","N","Final","400","400","0","6.2"
"California City city","Sub-County Place","2023","Annual","N","Final","5800","4700","1000","18.1"
"China Lake Acres CDP","Sub-County Place","2023","Annual","N","Final","1200","1100","100","6.8"
"Delano city","Sub-County Place","2023","Annual","N","Final","24700","19700","5000","20.3"
"Derby Acres CDP","Sub-County Place","2023","Annual","N","Final","100","100","0","21.6"
"Dustin Acres CDP","Sub-County Place","2023","Annual","N","Final","300","300","0","3.6"
"Edwards AFB CDP","Sub-County Place","2023","Annual","N","Final","400","300","0","10.3"
"Fellows CDP","Sub-County Place","2023","Annual","N","Final","0","0","0","16.7"
"Ford City CDP","Sub-County Place","2023","Annual","N","Final","2200","1800","400","18.1"
"Frazier Park CDP","Sub-County Place","2023","Annual","N","Final","1400","1300","100","8"
"Golden Hills CDP","Sub-County Place","2023","Annual","N","Final","5100","4800","400","7"
"Inyokern CDP","Sub-County Place","2023","Annual","N","Final","400","300","100","21.4"
"Johannesburg CDP","Sub-County Place","2023","Annual","N","Final","100","0","0","19.6"
"Keene CDP","Sub-County Place","2023","Annual","N","Final","200","200","0","4.3"
"Kernville CDP","Sub-County Place","2023","Annual","N","Final","300","200","100","23.2"
"Lake Isabella CDP","Sub-County Place","2023","Annual","N","Final","900","800","100","11.4"
"Lake of the Woods CDP","Sub-County Place","2023","Annual","N","Final","300","200","100","26.7"
"Lamont CDP","Sub-County Place","2023","Annual","N","Final","5800","5200","500","9"
"Lebec CDP","Sub-County Place","2023","Annual","N","Final","400","400","100","17.8"
"Lost Hills CDP","Sub-County Place","2023","Annual","N","Final","700","700","0","5"
"Maricopa city","Sub-County Place","2023","Annual","N","Final","400","300","0","13.1"
"McFarland city","Sub-County Place","2023","Annual","N","Final","6000","5400","500","9.1"
"McKittrick CDP","Sub-County Place","2023","Annual","N","Final","0","0","0","25"
"Mettler CDP","Sub-County Place","2023","Annual","N","Final","100","100","0","3.6"
"Mojave CDP","Sub-County Place","2023","Annual","N","Final","1900","1700","200","11.4"
"Mountain Mesa CDP","Sub-County Place","2023","Annual","N","Final","100","100","0","0"
"North Edwards CDP","Sub-County Place","2023","Annual","N","Final","500","400","0","9.7"
"Oildale CDP","Sub-County Place","2023","Annual","N","Final","14800","13300","1400","9.6"
"Onyx CDP","Sub-County Place","2023","Annual","N","Final","100","100","0","33.1"
"Pine Mountain Club CDP","Sub-County Place","2023","Annual","N","Final","1300","1200","100","9"
"Randsburg CDP","Sub-County Place","2023","Annual","N","Final","0","0","0","0"
"Ridgecrest city","Sub-County Place","2023","Annual","N","Final","12500","12000","500","3.7"
"Rosamond CDP","Sub-County Place","2023","Annual","N","Final","9100","8300","800","8.5"
"Rosedale CDP","Sub-County Place","2023","Annual","N","Final","9900","9500","400","4.1"
"Shafter city","Sub-County Place","2023","Annual","N","Final","9200","8600","600","6.3"
"South Taft CDP","Sub-County Place","2023","Annual","N","Final","1000","900","100","13.4"
"Squirrel Mountain Valley CDP","Sub-County Place","2023","Annual","N","Final","300","300","0","0"
"Stallion Springs CDP","Sub-County Place","2023","Annual","N","Final","800","800","0","2.9"
"Taft city","Sub-County Place","2023","Annual","N","Final","3100","3000","100","4.1"
"Taft Heights CDP","Sub-County Place","2023","Annual","N","Final","800","700","100","9.1"
"Tehachapi city","Sub-County Place","2023","Annual","N","Final","3600","3300","300","8.7"
"Tupman CDP","Sub-County Place","2023","Annual","N","Final","100","100","0","9.5"
"Valley Acres CDP","Sub-County Place","2023","Annual","N","Final","200","200","0","20.5"
"Wasco city","Sub-County Place","2023","Annual","N","Final","10500","9200","1400","12.9"
"Weedpatch CDP","Sub-County Place","2023","Annual","N","Final","900","700","200","23.6"
"Weldon CDP","Sub-County Place","2023","Annual","N","Final","900","900","100","5.8"
"Wofford Heights CDP","Sub-County Place","2023","Annual","N","Final","600","500","100","13.5"
"Angels City city","Sub-County Place","2023","Annual","N","Final","1310","1250","50","4.1"
"Arnold CDP","Sub-County Place","2023","Annual","N","Final","1040","980","60","5.6"
"Avery CDP","Sub-County Place","2023","Annual","N","Final","80","80","0","0"
"Copperopolis CDP","Sub-County Place","2023","Annual","N","Final","1900","1790","110","6"
"Dorrington CDP","Sub-County Place","2023","Annual","N","Final","190","190","0","0"
"Forest Meadows CDP","Sub-County Place","2023","Annual","N","Final","580","560","20","3.6"
"Mokelumne Hill CDP","Sub-County Place","2023","Annual","N","Final","390","390","0","0"
"Mountain Ranch CDP","Sub-County Place","2023","Annual","N","Final","30","30","10","19.4"
"Murphys CDP","Sub-County Place","2023","Annual","N","Final","640","610","30","5.3"
"Rancho Calaveras CDP","Sub-County Place","2023","Annual","N","Final","3050","2950","100","3.1"
"San Andreas CDP","Sub-County Place","2023","Annual","N","Final","850","830","20","2.4"
"Valley Springs CDP","Sub-County Place","2023","Annual","N","Final","430","370","60","13.5"
"West Point CDP","Sub-County Place","2023","Annual","N","Final","220","220","0","0"
"Biggs city","Sub-County Place","2023","Annual","N","Final","900","800","100","8.4"
"Chico city","Sub-County Place","2023","Annual","N","Final","50500","48300","2200","4.3"
"Concow CDP","Sub-County Place","2023","Annual","N","Final","100","100","0","0"
"Durham CDP","Sub-County Place","2023","Annual","N","Final","2600","2500","100","4.1"
"Gridley city","Sub-County Place","2023","Annual","N","Final","2800","2600","200","7.1"
"Magalia CDP","Sub-County Place","2023","Annual","N","Final","2700","2500","200","7.2"
"Oroville city","Sub-County Place","2023","Annual","N","Final","7200","6900","400","5"
"Oroville East CDP","Sub-County Place","2023","Annual","N","Final","2800","2600","200","6.7"
"Palermo CDP","Sub-County Place","2023","Annual","N","Final","2100","2000","200","9"
"Paradise town","Sub-County Place","2023","Annual","N","Final","2200","2000","200","8.1"
"South Oroville CDP","Sub-County Place","2023","Annual","N","Final","1200","1100","100","8.7"
"Thermalito CDP","Sub-County Place","2023","Annual","N","Final","2500","2400","100","5"
"Arbuckle CDP","Sub-County Place","2023","Annual","N","Final","1620","1570","50","3.1"
"Colusa city","Sub-County Place","2023","Annual","N","Final","2950","2530","420","14.3"
"Williams city","Sub-County Place","2023","Annual","N","Final","3360","2640","720","21.4"
"Alamo CDP","Sub-County Place","2023","Annual","N","Final","6600","6400","100","2.2"
"Antioch city","Sub-County Place","2023","Annual","N","Final","58500","55900","2600","4.4"
"Bay Point CDP","Sub-County Place","2023","Annual","N","Final","11500","10800","700","6.1"
"Bethel Island CDP","Sub-County Place","2023","Annual","N","Final","800","600","200","22.4"
"Brentwood city","Sub-County Place","2023","Annual","N","Final","31000","29700","1300","4.1"
"Byron CDP","Sub-County Place","2023","Annual","N","Final","800","800","100","10.2"
"Clayton city","Sub-County Place","2023","Annual","N","Final","5300","5100","200","4.6"
"Clyde CDP","Sub-County Place","2023","Annual","N","Final","300","300","0","2.9"
"Concord city","Sub-County Place","2023","Annual","N","Final","64100","61900","2300","3.5"
"Crockett CDP","Sub-County Place","2023","Annual","N","Final","1900","1900","100","3.6"
"Danville town","Sub-County Place","2023","Annual","N","Final","21100","20300","800","3.6"
"Diablo CDP","Sub-County Place","2023","Annual","N","Final","400","400","0","5.2"
"Discovery Bay CDP","Sub-County Place","2023","Annual","N","Final","7500","7100","400","5.4"
"East Richmond Heights CDP","Sub-County Place","2023","Annual","N","Final","1900","1800","100","5.8"
"El Cerrito city","Sub-County Place","2023","Annual","N","Final","14200","13700","500","3.3"
"El Sobrante CDP","Sub-County Place","2023","Annual","N","Final","7900","7700","300","3.4"
"Hercules city","Sub-County Place","2023","Annual","N","Final","14300","13800","500","3.6"
"Kensington CDP","Sub-County Place","2023","Annual","N","Final","2800","2600","200","5.6"
"Knightsen CDP","Sub-County Place","2023","Annual","N","Final","1100","1100","0","4"
"Lafayette city","Sub-County Place","2023","Annual","N","Final","12000","11600","400","3.5"
"Martinez city","Sub-County Place","2023","Annual","N","Final","19400","18700","700","3.5"
"Moraga town","Sub-County Place","2023","Annual","N","Final","7600","7300","300","4"
"Mountain View CDP","Sub-County Place","2023","Annual","N","Final","1200","1200","0","2.6"
"Oakley city","Sub-County Place","2023","Annual","N","Final","23800","22900","900","3.9"
"Orinda city","Sub-County Place","2023","Annual","N","Final","8900","8700","200","1.9"
"Pacheco CDP","Sub-County Place","2023","Annual","N","Final","2400","2200","100","5.1"
"Pinole city","Sub-County Place","2023","Annual","N","Final","9600","9400","200","2.2"
"Pittsburg city","Sub-County Place","2023","Annual","N","Final","37600","36000","1600","4.2"
"Pleasant Hill city","Sub-County Place","2023","Annual","N","Final","18300","17600","700","3.9"
"Port Costa CDP","Sub-County Place","2023","Annual","N","Final","100","100","0","9.2"
"Richmond city","Sub-County Place","2023","Annual","N","Final","58400","56000","2300","4"
"Rodeo CDP","Sub-County Place","2023","Annual","N","Final","4400","4100","300","6.4"
"Rollingwood CDP","Sub-County Place","2023","Annual","N","Final","1800","1700","100","7"
"San Pablo city","Sub-County Place","2023","Annual","N","Final","14800","14100","600","4.1"
"San Ramon city","Sub-County Place","2023","Annual","N","Final","43800","42200","1600","3.6"
"Tara Hills CDP","Sub-County Place","2023","Annual","N","Final","2400","2300","100","4.1"
"Vine Hill CDP","Sub-County Place","2023","Annual","N","Final","1900","1800","100","4.2"
"Walnut Creek city","Sub-County Place","2023","Annual","N","Final","33700","32400","1300","3.8"
"Bertsch Oceanview CDP","Sub-County Place","2023","Annual","N","Final","930","920","10","0.9"
"Crescent City city","Sub-County Place","2023","Annual","N","Final","1420","1290","140","9.6"
"Klamath CDP","Sub-County Place","2023","Annual","N","Final","230","180","40","19.5"
"Brawley city","Sub-County Place","2023","Annual","N","Final","10600","9100","1500","14.3"
"Calexico city","Sub-County Place","2023","Annual","N","Final","17100","12200","4900","28.7"
"Calipatria city","Sub-County Place","2023","Annual","N","Final","1400","1200","200","17.4"
"El Centro city","Sub-County Place","2023","Annual","N","Final","19200","16500","2700","13.9"
"Heber CDP","Sub-County Place","2023","Annual","N","Final","3000","2700","300","9.7"
"Holtville city","Sub-County Place","2023","Annual","N","Final","2200","1900","300","13.6"
"Imperial city","Sub-County Place","2023","Annual","N","Final","8200","7200","1000","12.2"
"Westmorland city","Sub-County Place","2023","Annual","N","Final","600","500","200","24.1"
"Cameron Park CDP","Sub-County Place","2023","Annual","N","Final","8000","7700","400","4.7"
"Diamond Springs CDP","Sub-County Place","2023","Annual","N","Final","5300","5100","200","4.5"
"El Dorado Hills CDP","Sub-County Place","2023","Annual","N","Final","23200","22400","800","3.6"
"Georgetown CDP","Sub-County Place","2023","Annual","N","Final","800","700","100","8.7"
"Placerville city","Sub-County Place","2023","Annual","N","Final","4900","4700","200","4.7"
"Pollock Pines CDP","Sub-County Place","2023","Annual","N","Final","2700","2600","100","4.1"
"Shingle Springs CDP","Sub-County Place","2023","Annual","N","Final","1500","1400","100","4.2"
"South Lake Tahoe city","Sub-County Place","2023","Annual","N","Final","12300","11700","500","4.3"
"Hamilton City CDP","Sub-County Place","2023","Annual","N","Final","1060","970","90","8.9"
"Orland city","Sub-County Place","2023","Annual","N","Final","3110","2930","180","5.8"
"Willows city","Sub-County Place","2023","Annual","N","Final","2920","2670","250","8.6"
"Armona CDP","Sub-County Place","2023","Annual","N","Final","1800","1500","300","14.2"
"Avenal city","Sub-County Place","2023","Annual","N","Final","4200","3900","300","7.6"
"Corcoran city","Sub-County Place","2023","Annual","N","Final","5600","4800","800","14.2"
"Hanford city","Sub-County Place","2023","Annual","N","Final","24400","22600","1800","7.2"
"Home Garden CDP","Sub-County Place","2023","Annual","N","Final","700","600","100","10.6"
"Kettleman City CDP","Sub-County Place","2023","Annual","N","Final","600","500","0","4.8"
"Lemoore city","Sub-County Place","2023","Annual","N","Final","11200","10400","700","6.5"
"Lemoore Station CDP","Sub-County Place","2023","Annual","N","Final","800","800","100","7.4"
"Stratford CDP","Sub-County Place","2023","Annual","N","Final","500","500","0","2.5"
"Arcata city","Sub-County Place","2023","Annual","N","Final","9500","8800","700","7.2"
"Blue Lake city","Sub-County Place","2023","Annual","N","Final","500","400","0","5.8"
"Eureka city","Sub-County Place","2023","Annual","N","Final","12300","11700","500","4.2"
"Ferndale city","Sub-County Place","2023","Annual","N","Final","500","500","0","6"
"Fortuna city","Sub-County Place","2023","Annual","N","Final","5200","5000","200","3.2"
"Hydesville CDP","Sub-County Place","2023","Annual","N","Final","400","300","0","4.2"
"McKinleyville CDP","Sub-County Place","2023","Annual","N","Final","7000","6700","300","5"
"Redway CDP","Sub-County Place","2023","Annual","N","Final","600","500","0","5.3"
"Rio Dell city","Sub-County Place","2023","Annual","N","Final","1400","1400","100","5.2"
"Trinidad city","Sub-County Place","2023","Annual","N","Final","200","200","0","1.9"
"Willow Creek CDP","Sub-County Place","2023","Annual","N","Final","400","400","0","4.3"
"Big Pine CDP","Sub-County Place","2023","Annual","N","Final","630","590","40","6.5"
"Bishop city","Sub-County Place","2023","Annual","N","Final","2150","2140","10","0.4"
"Cartago CDP","Sub-County Place","2023","Annual","N","Final","40","40","0","0"
"Darwin CDP","Sub-County Place","2023","Annual","N","Final","0","0","0","0"
"Dixon Lane Meadow Creek CDP","Sub-County Place","2023","Annual","N","Final","1120","1120","10","0.7"
"Furnace Creek CDP","Sub-County Place","2023","Annual","N","Final","80","80","0","4.9"
"Independence CDP","Sub-County Place","2023","Annual","N","Final","260","230","30","11.7"
"Keeler CDP","Sub-County Place","2023","Annual","N","Final","10","0","10","100"
"Lone Pine CDP","Sub-County Place","2023","Annual","N","Final","480","460","20","4.6"
"Mesa CDP","Sub-County Place","2023","Annual","N","Final","170","170","0","0"
"Olancha CDP","Sub-County Place","2023","Annual","N","Final","50","50","0","0"
"Round Valley CDP","Sub-County Place","2023","Annual","N","Final","110","100","10","7.3"
"Shoshone CDP","Sub-County Place","2023","Annual","N","Final","0","0","0","0"
"Tecopa CDP","Sub-County Place","2023","Annual","N","Final","20","20","0","0"
"West Bishop CDP","Sub-County Place","2023","Annual","N","Final","1130","1070","60","5"
"Wilkerson CDP","Sub-County Place","2023","Annual","N","Final","230","210","20","8.2"
"Clearlake city","Sub-County Place","2023","Annual","N","Final","5240","4710","530","10.1"
"Clearlake Oaks CDP","Sub-County Place","2023","Annual","N","Final","540","480","50","9.9"
"Cobb CDP","Sub-County Place","2023","Annual","N","Final","300","280","20","7"
"Hidden Valley Lake CDP","Sub-County Place","2023","Annual","N","Final","2100","1940","150","7.3"
"Kelseyville CDP","Sub-County Place","2023","Annual","N","Final","1460","1310","150","10.3"
"Lakeport city","Sub-County Place","2023","Annual","N","Final","1570","1490","90","5.5"
"Lower Lake CDP","Sub-County Place","2023","Annual","N","Final","210","200","10","4.8"
"Lucerne CDP","Sub-County Place","2023","Annual","N","Final","1260","1200","60","4.9"
"Middletown CDP","Sub-County Place","2023","Annual","N","Final","830","780","50","5.7"
"Nice CDP","Sub-County Place","2023","Annual","N","Final","950","920","30","3.2"
"North Lakeport CDP","Sub-County Place","2023","Annual","N","Final","1060","1030","30","3.2"
"Upper Lake CDP","Sub-County Place","2023","Annual","N","Final","710","700","20","2.5"
